"info-job__text","info-company__text","info-company-addon-type","info-tags__text","info-tags__text 2","info-tags__text 3","info-tags__text 4","info-description","text-highlight","info-othertags__text","info-othertags__text 2","info-othertags__text 4","info-othertags__text 5","last-processed-resume-at-text","date-container","actively-hiring-tag","text-highlight 6","last-cust-reply-text"
"【資訊工程類】智動化工程師(山鶯廠)","欣興電子股份有限公司","印刷電路板製造業(PCB)","桃園市龜山區","1年以上","大學","月薪33,000~65,000元","1.工廠機連網與數位化推行
2.智能平台與報表程式開發
3.大分析
4.AI模型訓練與應用","數據","上市上櫃","年終獎金","津貼/補助","分紅配股","6 天內處理過履歷","4/28","","",""
"MIS 暨資安部_鼎新 ERP 專案管理師","永悅健康股份有限公司","工商顧問服務業","新北市新店區","2年以上","大學","月薪50,000~80,000元","與財會單位合作，優化鼎新 ERP 報表功能，確保財務準確性。
5. 提供系統問題診斷與技術支援，確保系統穩定運行。
6. 監控系統效能，確保系統符合內控與合規要求。
7. 規劃系統優化專案，負責執行並追蹤進度，確保如期完成。
8. 協助資訊安全","數據","遠端工作","距捷運大坪林站約340公尺","節日獎金/禮品","津貼/補助","6 小時前處理過履歷","4/24","積極徵才中","",""
"軟體類--Senior Cloud Data Engineer (竹北)","華邦電子股份有限公司","IC設計相關業","新竹縣竹北市","5年以上","大學","待遇面議","各式資料應用場景。
4. 與資料科學家與密切合作，建構穩定且彈性高的雲端服務平台，支援機器學習、商業智慧與進階分析。
5.落實治理策略，確保資料安全、隱私與法規遵循。
6.負責平台的監控、除錯與日常維運，確保服務穩定運作。","數據分析師","上市上櫃","年終獎金","津貼/補助","分紅配股","4 天內處理過履歷","4/22","積極徵才中","數據",""
"S&OP（Sales and Operations Planning）BA顧問--涉及銷售預測和採購計劃全流程管理","德昂資訊股份有限公司","電腦軟體服務業","台北市松山區","5年以上","大學","日薪2,500~5,000元","運行。S&OP通常需要與多個部門進行密切合作，包括銷售、生產、物流、採購和財務等。

這是一個BA顧問角色，需要和公司的售前，業務，BI顧問，ETL顧問合作，我們提供客戶S&OP相關分析和BI系統的規劃，是一個BA的角色。歡迎從事相關領域的專家","數據","遠端工作","員工旅遊","","","4 天內處理過履歷","4/28","","",""
"高雄技術主管（也負責業務發展）","德昂資訊股份有限公司","電腦軟體服務業","高雄市苓雅區","10年以上","大學","年薪900,000~1,200,000元","行業。
3. 專業技能：有ERP，HR， CRM，POS系統導入經驗、瞭解中台，有倉庫建設和BI工具，
4.	熟悉庫和SQL語句，JAVA開發流程等。
5.	瞭解雲計算、大、AI這些新技術的發展和應用。
6.	有規劃項目，控制預算，導入","數據","距捷運文化中心站約80公尺","員工旅遊","","","2 天內處理過履歷","4/28","積極徵才中","數據",""
"數位科技處-研發工程師","永豐商業銀行股份有限公司","銀行業","台北市中山區","5年以上","大學","待遇面議","Development)–具備撰寫原型系統的能力，能夠快速測試想法與技術應用，為團隊提供可行性參考。
4. 技術評估與競品分析–熟悉不同技術方案的優勢與限制，能夠透過基準測試 (Benchmark) 提供支持，協助團隊做出最適合的技術選擇。
5.","數據","年終獎金","節日獎金/禮品","分紅配股","不扣薪病/事假","","4/29","","","5 天內聯絡過求職者"
"PM（軟體專案與產品管理，客戶需求、溝通與協調）","奇點無限股份有限公司","電腦軟體服務業","台中市北屯區","經歷不拘","大學","月薪35,000元以上","需求的介面與流程。


【加分條件】
•	具備雲端技術經驗（如Azure、AWS或GCP）或軟體開發經驗。
•	熟悉敏捷開發流程與方法論（如Scrum或Kanban）。
•	有跨國專案經驗，能處理多元文化團隊與客戶需求。
•	具備分析能力或使用","數據","距捷運文心崇德站約240公尺","優於勞基法特休","免費下午茶","健康檢查","","4/28","","",""
"數位科技處-工程師","永豐商業銀行股份有限公司","銀行業","台北市中山區","2年以上","大學","待遇面議","1. 架構設計 
負責串接、清洗及彙整，設計平台基礎架構，完善自動化流程作業。
2. 整合規劃 
配合金控數位科技發展策略，規劃並管理整合流程與ETL工具。
3. 資料品質管理 
分析整合需求，落實資料品質管理制度，確","數據","年終獎金","節日獎金/禮品","分紅配股","不扣薪病/事假","2 天內處理過履歷","5/02","積極徵才中","數據",""
"商業智慧及大工程師","天應資訊顧問有限公司","電腦軟體服務業","台北市大安區","經歷不拘","大學","月薪40,000元以上","1. 開發資料介接分析引擎(熟 Python 語法及資料庫SQL語法。
2. 資料視覺化設計及開發。
3. ETL 設計及開發。
4. 資料管理及分析
5. 系統測試及維護
6. 文件製作","數據","距捷運科技大樓站約500公尺","節日獎金/禮品","","","6 天內處理過履歷","4/25","","",""
"雲端帳務管理工程師","雲馥數位股份有限公司","網際網路相關業","新北市三重區","1年以上","專科","待遇面議","雲馥數位強力招募菁英人才中！
雲馥數位作為雲端解決方案領導者，是 Microsoft 頂尖的雲端服務提供商，為客戶創造無盡的價值！

1.負責訂單及出帳相關事務
2.協助產生帳務相關報表
3.協助使用 PowerBI 產生客制化客戶帳務分析報表(加分項目)

☁加入雲馥數位，與我們一起實現雲端的無限可能！立即行動，開啟您的職涯新旅程☁
【公司官網】http://www.cloudriches.com/
【公司FB】https://www.facebook.com/CloudRiches/
【公司Linkedin】https://www.linkedin.com/company/cloudriches/","","距捷運菜寮站約440公尺","年終獎金","津貼/補助","分紅配股","","5/02","","","5 天內聯絡過求職者"
"【科技與轉型服務】數位轉型服務-分析資深顧問","勤業眾信聯合會計師事務所","會計服務業","台北市信義區","2年以上","大學","待遇面議","本職務招聘需同時具備兩項專業：資料、專案管理師。業務場域為金融科技與行銷科技之資料分析、資料分析模組程式設計、與專案管理。 
 
【資料-工作內容】
•	協助企業梳理需求與商業邏輯、建立與分析模型、視覺化解讀分析結果。 
•	識別","分析師","距捷運象山站約280公尺","年終獎金","津貼/補助","優於勞基法特休","","4/28","","數據",""
"《擴大徵才》 廣告","電波澎澎有限公司","藥品／化妝品及清潔用品零售業","新北市中和區","1年以上","專科","月薪37,000~48,000元","意測試
3.廣告投放執行：多平台投放(Google Ads、Meta Ads等)
4.關鍵字優化：搜尋廣告中，選擇高效的關鍵字，調整出價策略
5.受眾定向：置精準的受眾目標，如 Lookalike 受眾、再行銷受眾
6.監控與分析：透過","數據","距捷運橋和站約210公尺","年終獎金","津貼/補助","員工旅遊","","4/30","","",""
"專案規劃師／專案經理 Project Planner／Manager","藍星球資訊股份有限公司","其它軟體及網路相關業","台北市中山區","2年以上","專科","待遇面議","1.	至少2年以上專案管理資歷。
2. 對網站／軟體系統規劃和設計。
3.	協助政府標案專案執行及進度管控事宜。
4.	數位內容資料分析與研究。
5.	協助專案規劃階段專案分析業務。
6.	對 FIGMA或Axure RP 具實際規劃經驗者加分。
7.	對 Asana／Trello／Notion具實際專案管理經驗者加分。
8.	對於數位內容分析和系統分析發展有興趣者，歡迎加入我們！","","距捷運劍南路站約430公尺","年終獎金","津貼/補助","分紅配股","","4/25","積極徵才中","","4 天內聯絡過求職者"
"10R0-大中心 系統工程師","中國醫藥大學附設醫院","醫院","台中市北區","3年以上","碩士","待遇面議","1.醫療系統應用與開發，包含去識別化、資料標註、特徵生成、分析成效驗證、文本大分析等等。
2.支援人工智慧應用技術產品化歷程發展，包含運算平台模組架構、框架規範、資料介面、部署設計等執行協助。
3.具有資料庫建置,管理,維護經驗。
4.具有","數據","年終獎金","節日獎金/禮品","子女教育獎助學金","家庭日","","4/30","","",""
"ERP專案主任/副理_觀音_SH5201","台光電子材料股份有限公司","印刷電路板製造業(PCB)","桃園市觀音區","2年以上","大學","待遇面議","1. 執行ERP日常系統維護
2. 與銷售、製造、品保、產品工程等部門進行跨廠/部門合作，共同規劃與執行ERP系統開發、智慧製造方案
3. 推動跨國ERP系統、製造系統暨管理性報表之建置，實現集團遠端支援及管理需求。
4. 熟悉SQL、C#
5.可配合外派","","上市上櫃","年終獎金","津貼/補助","分紅配股","5 天內處理過履歷","4/28","","",""
"【知名外商-擴大徵才】Senior Specialist Employee Relations高級員工關係管理師_601G","萬寶華企業管理顧問股份有限公司","人力仲介代徵","桃園市大園區","5年以上","大學","待遇面議","【主要職責】 
1.透過分析和視覺化工具，提供可行性建議。
2.透過分析驗證人力資源政策/計畫的實施效果。
3.進行分析及建模工作，設計、執行各項分析並追蹤後續成效或提出改善計畫。
4.協助跨部門分析資料，並根據要求提供可行性建議","數據","","","","","","4/30","","數據",""
